Gene_ID,Raw_FPKM,H3K4me3_signal_bin25,H3K27me3_signal_bin21
Eucgr.F00684,0,-14.508,-9.86811
Eucgr.F00686,0,15.5086,-2.45811
Eucgr.F00704,0,-23.5857,-6.50812
Eucgr.F00709,0,-14.508,-9.3181
Eucgr.F00712,0,41.2678,1.78189
Eucgr.F00728,0,0.531695,-8.24811
Eucgr.F00731,0,-13.253,-11.1081
Eucgr.F00736,0,3.78607,56.7732
Eucgr.F00749,0,8.08299,-14.9092
Eucgr.F00783,0,18.6463,13.1819
Eucgr.F00787,0,-14.508,-11.1081
Eucgr.F00811,0,-10.6161,-13.1816
Eucgr.F00812,0,-14.3615,-6.94811
Eucgr.F00826,0,-13.6086,-5.96812
Eucgr.F00829,0,16.565,39.2019
Eucgr.F00833,0,-14.508,-10.1081
Eucgr.F00842,0,3.77645,-10.1981
Eucgr.F00871,0,-10.1362,-10.0281
Eucgr.F00878,0,-26.8142,-6.66812
Eucgr.F00941,0,-14.508,-9.03811
Eucgr.F00966,0,6.89062,24.09
Eucgr.F00967,0,7.13703,30.378
Eucgr.F00976,0,45.7393,72.1937
Eucgr.F00988,0,2.69472,32.8088
Eucgr.F00990,0,10.8231,56.8708
Eucgr.F01004,0,6.74596,-12.9925
Eucgr.F01014,0,-12.5836,21.4346
Eucgr.F01015,0,7.28806,-8.45811
Eucgr.F01018,0,4.38053,-9.97811
Eucgr.F01024,0,37.8876,-1.06811
Eucgr.F01027,0,1.31053,-2.95811
Eucgr.F01028,0,8.65651,-8.3481
Eucgr.F01034,0,-10.6801,-8.83811
Eucgr.F01043,0,-13.0856,-5.80811
Eucgr.F01055,0,-17.6799,-4.8081
Eucgr.F01061,0,-11.6632,-6.10468
Eucgr.F01064,0,23.878,28.1159
Eucgr.F01075,0,96.739,23.5095
Eucgr.F01092,0,83.2506,111.724
Eucgr.F01101,0,-14.508,-11.1081
Eucgr.F01116,0,-19.8147,-5.57811
Eucgr.F01143,0,-19.122,-18.7638
Eucgr.F01147,0,46.4881,76.971
Eucgr.F01162,0,-14.508,-6.01812
Eucgr.F01170,0,60.7657,61.5378
Eucgr.F01186,0,-17.3475,-2.71811
Eucgr.F01194,0,-14.508,-11.1081
Eucgr.F01196,0,4.35871,-10.8981
Eucgr.F01233,0,-3.18551,10.1319
Eucgr.F01234,0,-27.6016,-4.68811
Eucgr.F01236,0,-27.7469,25.7119
Eucgr.F01249,0,15.4997,7.7019
Eucgr.F01268,0,-5.71401,-9.19811
Eucgr.F01345,0,-13.0438,-8.43811
Eucgr.F01358,0,-8.60927,-10.1081
Eucgr.F01364,0,27.8957,5.05189
Eucgr.F01372,0,-6.50454,3.13189
Eucgr.F01376,0,-9.84039,-7.4581
Eucgr.F01383,0,-7.09637,76.013
Eucgr.F01388,0,4.45529,36.3816
Eucgr.F01410,0,-3.11474,-7.16284
Eucgr.F01427,0,-2.38404,63.9126
Eucgr.F01430,0,3.08363,-4.70811
Eucgr.F01434,0,-19.0739,22.5419
Eucgr.F01435,0,10.0816,-5.10811
Eucgr.F01443,0,2.93126,0.291889
Eucgr.F01445,0,-14.9886,-7.64811
Eucgr.F01463,0,15.3091,26.2081
Eucgr.F01472,0,56.8765,13.4419
Eucgr.F01478,0,37.269,40.8535
Eucgr.F01484,0,-17.9595,27.3358
Eucgr.F01485,0,-0.465608,-0.698108
Eucgr.F01486,0,11.1266,64.7012
Eucgr.F01496,0,-14.508,12.9419
Eucgr.F01497,0,6.80511,80.9352
Eucgr.F01533,0,-16.23,-9.08811
Eucgr.F01535,0,15.7886,20.2146
Eucgr.F01543,0,68.2713,39.1484
Eucgr.F01573,0,20.9208,14.2819
Eucgr.F01574,0,-10.6021,10.486
Eucgr.F01579,0,-25.7162,35.4696
Eucgr.F01580,0,-23.9993,11.5316
Eucgr.F01581,0,-11.3033,0.82996
Eucgr.F01591,0,148.644,87.2111
Eucgr.F01607,0,14.281,12.1219
Eucgr.F01616,0,94.5401,27.4536
Eucgr.F01644,0,80.4196,115.993
Eucgr.F01649,0,-19.4407,43.4247
Eucgr.F01670,0,131.151,59.2312
Eucgr.F01671,0,-15.0285,27.279
Eucgr.F01681,0,14.6551,26.2048
Eucgr.F01684,0,46.047,44.9413
Eucgr.F01688,0,41.4107,20.4319
Eucgr.F01716,0,-14.4597,-1.85811
Eucgr.F01735,0,-4.43459,-4.35811
Eucgr.F01736,0,-14.2929,-6.25811
Eucgr.F01739,0,22.2795,-5.80811
Eucgr.F01742,0,0.0399157,15.8719
Eucgr.F01744,0,0.29928,11.6584
Eucgr.F01745,0,12.8653,39.6847
Eucgr.F01747,0,4.83728,6.7797
Eucgr.F01748,0,3.20369,22.9204
Eucgr.F01749,0,0.582699,30.8171
Eucgr.F01750,0,15.4886,1.70189
Eucgr.F01751,0,3.03321,-3.56811
Eucgr.F01759,0,-11.5377,-11.1081
Eucgr.F01762,0,2.37244,-7.57716
Eucgr.F01764,0,-20.1851,32.6404
Eucgr.F01765,0,-2.96153,-22.84
Eucgr.F01767,0,50.9503,49.8469
Eucgr.F01808,0,41.5578,7.61038
Eucgr.F01810,0,-17.1804,-7.44159
Eucgr.F01829,0,91.2986,60.0375
Eucgr.F01834,0,12.8521,9.68982
Eucgr.F01845,0,19.0936,15.4122
Eucgr.F01848,0,-9.29147,3.33793
Eucgr.F01858,0,66.497,5.40189
Eucgr.F01869,0,-18.5165,-9.91811
Eucgr.F01875,0,-13.2839,3.01461
Eucgr.F01887,0,-15.2391,9.21188
Eucgr.F01903,0,-4.56988,96.2863
Eucgr.F01920,0,-10.3885,3.32221
Eucgr.F01923,0,34.8082,32.7333
Eucgr.F01924,0,99.894,30.1529
Eucgr.F01928,0,34.9336,8.6319
Eucgr.F01933,0,40.1026,-16.6135
Eucgr.F01935,0,-16.8424,12.2235
Eucgr.F01949,0,-6.17171,51.7951
Eucgr.F01966,0,-14.508,-11.1081
Eucgr.F01997,0,-19.5723,-14.8987
Eucgr.F02002,0,10.4773,1.74189
Eucgr.F02009,0,-3.82539,6.10938
Eucgr.F02011,0,7.5809,12.7319
Eucgr.F02020,0,-1.01619,12.4819
Eucgr.F02022,0,3.30793,-4.32811
Eucgr.F02025,0,-2.59485,-3.70811
Eucgr.F02043,0,4.68609,12.0611
Eucgr.F02062,0,-16.6975,-6.55811
Eucgr.F02065,0,24.2357,12.9995
Eucgr.F02086,0,-10.9977,-6.69811
Eucgr.F02091,0,76.014,67.455
Eucgr.F02094,0,-12.4163,-10.0881
Eucgr.F02102,0,42.3249,-0.35811
Eucgr.F02103,0,-15.4381,-8.98811
Eucgr.F02104,0,19.3942,50.1619
Eucgr.F02107,0,-4.87478,0.16189
Eucgr.F02113,0,-7.2203,17.5219
Eucgr.F02114,0,-10.9214,15.8819
Eucgr.F02118,0,7.21251,33.7711
Eucgr.F02120,0,-17.8654,9.72975
Eucgr.F02122,0,8.53703,54.7787
Eucgr.F02144,0,-13.7195,21.4206
Eucgr.F02145,0,3.27189,-25.2492
Eucgr.F02189,0,10.236,23.0447
Eucgr.F02190,0,-11.1343,-9.74811
Eucgr.F02192,0,37.3577,61.8395
Eucgr.F02204,0,-14.5817,-15.9965
Eucgr.F02207,0,20.7846,75.7476
Eucgr.F02211,0,-10.4766,-3.4103
Eucgr.F02212,0,25.5476,69.1256
Eucgr.F02221,0,-14.1221,-10.7281
Eucgr.F02222,0,-15.8674,-23.6816
Eucgr.F02234,0,-14.9787,48.174
Eucgr.F02236,0,2.88022,79.3426
Eucgr.F02242,0,71.885,71.2211
Eucgr.F02244,0,-21.7626,-6.76811
Eucgr.F02245,0,-11.424,3.92189
Eucgr.F02259,0,10.8671,9.33298
Eucgr.F02272,0,-10.5755,-9.1281
Eucgr.F02279,0,24.8467,18.5246
Eucgr.F02280,0,-6.56634,0.383644
Eucgr.F02281,0,14.8578,22.6166
Eucgr.F02282,0,15.4766,9.89102
Eucgr.F02284,0,35.775,17.7523
Eucgr.F02285,0,-8.83936,4.77189
Eucgr.F02301,0,-12.9133,-8.79811
Eucgr.F02324,0,3.36161,31.2341
Eucgr.F02341,0,-19.1829,22.6415
Eucgr.F02344,0,-14.508,19.4919
Eucgr.F02352,0,-16.2296,-0.154824
Eucgr.F02360,0,-13.1065,-1.62811
Eucgr.F02363,0,-9.48126,-21.4734
Eucgr.F02376,0,-17.0217,26.9519
Eucgr.F02395,0,-17.6796,-18.3803
Eucgr.F02401,0,3.91988,42.0136
Eucgr.F02402,0,27.2474,41.8512
Eucgr.F02407,0,50.7534,16.0405
Eucgr.F02409,0,-8.10724,30.4624
Eucgr.F02414,0,-12.4163,24.4819
Eucgr.F02424,0,-13.1693,7.71189
Eucgr.F02425,0,-11.8703,-6.14811
Eucgr.F02430,0,-8.23275,28.7366
Eucgr.F02438,0,42.6739,114.687
Eucgr.F02449,0,0.854834,15.4287
Eucgr.F02451,0,-11.6735,3.8519
Eucgr.F02452,0,8.74201,3.37456
Eucgr.F02466,0,-22.4644,-6.09769
Eucgr.F02509,0,32.8539,7.1119
Eucgr.F02510,0,33.2393,7.15189
Eucgr.F02512,0,-12.9447,-10.0581
Eucgr.F02514,0,-1.8529,-2.17873
Eucgr.F02521,0,42.4301,49.5338
Eucgr.F02531,0,0.472721,9.8725
Eucgr.F02549,0,35.9398,44.1497
Eucgr.F02550,0,-5.0044,-0.61811
Eucgr.F02559,0,14.5438,-9.10811
Eucgr.F02564,0,-16.9387,-7.95962
Eucgr.F02566,0,13.6847,54.883
Eucgr.F02567,0,7.39668,43.2325
Eucgr.F02570,0,-16.2975,8.05228
Eucgr.F02590,0,-31.2174,35.7318
Eucgr.F02599,0,-14.508,-7.07811
Eucgr.F02600,0,-31.8526,1.63189
Eucgr.F02601,0,-39.5645,49.1557
Eucgr.F02602,0,-24.1847,18.4383
Eucgr.F02618,0,3.00378,65.7761
Eucgr.F02628,0,-16.8803,-1.09811
Eucgr.F02635,0,24.0062,78.2165
Eucgr.F02637,0,-10.003,2.11189
Eucgr.F02639,0,26.9155,-6.50811
Eucgr.F02640,0,1.99582,57.479
Eucgr.F02652,0,-9.50693,3.33964
Eucgr.F02654,0,-12.4764,-36.1751
Eucgr.F02658,0,-14.8198,-11.1081
Eucgr.F02680,0,-14.6233,-7.24812
Eucgr.F02681,0,64.1958,-1.31811
Eucgr.F02724,0,-3.49808,-3.64811
Eucgr.F02726,0,7.46259,-4.85623
Eucgr.F02732,0,34.2515,-6.54634
Eucgr.F02735,0,38.1001,100.552
Eucgr.F02748,0,-10.2937,15.8627
Eucgr.F02757,0,-20.633,34.5342
Eucgr.F02762,0,-8.97226,-6.47811
Eucgr.F02764,0,-19.6373,20.1693
Eucgr.F02772,0,-21.4065,-6.46811
Eucgr.F02776,0,33.7459,11.4319
Eucgr.F02781,0,-12.1443,-10.1081
Eucgr.F02787,0,78.1228,75.1501
Eucgr.F02794,0,39.2645,39.3983
Eucgr.F02807,0,1.95409,-0.0581103
Eucgr.F02831,0,17.2445,58.5155
Eucgr.F02836,0,-8.9698,-10.3681
Eucgr.F02842,0,47.427,12.5099
Eucgr.F02843,0,1.47322,74.7914
Eucgr.F02845,0,-3.91144,43.7591
Eucgr.F02847,0,54.551,67.9573
Eucgr.F02859,0,2.96731,-3.71548
Eucgr.F02861,0,38.1671,-6.02811
Eucgr.F02869,0,71.2066,3.00189
Eucgr.F02890,0,203.709,-10.1981
Eucgr.F02902,0,41.4797,44.6502
Eucgr.F02914,0,25.8237,75.1201
Eucgr.F02932,0,19.8203,44.9293
Eucgr.F02943,0,19.884,46.4759
Eucgr.F02958,0,-0.858297,9.49308
Eucgr.F02963,0,15.8372,57.7469
Eucgr.F02970,0,116.288,-6.14811
Eucgr.F02981,0,-5.5123,14.0825
Eucgr.F03003,0,-1.53392,22.0165
Eucgr.F03025,0,16.8211,4.23277
Eucgr.F03037,0,22.4521,7.15158
Eucgr.F03045,0,5.0325,-5.05812
Eucgr.F03047,0,-3.95878,-9.16991
Eucgr.F03059,0,-18.7792,-7.4081
Eucgr.F03063,0,7.10132,92.9997
Eucgr.F03065,0,-11.6868,-4.52811
Eucgr.F03067,0,48.6619,64.9614
Eucgr.F03077,0,-10.4171,26.2724
Eucgr.F03087,0,-7.17721,-0.258109
Eucgr.F03090,0,12.666,14.9519
Eucgr.F03091,0,-7.24738,6.17189
Eucgr.F03110,0,1.38932,2.06189
Eucgr.F03112,0,8.71045,1.98189
Eucgr.F03121,0,42.0199,0.73189
Eucgr.F03127,0,-9.0319,27.8019
Eucgr.F03165,0,10.5409,47.0175
Eucgr.F03175,0,-3.20514,33.4113
Eucgr.F03203,0,-10.2069,-5.62811
Eucgr.F03275,0,116.892,76.4569
Eucgr.F03301,0,103.117,53.1618
Eucgr.F03324,0,9.96551,-7.10811
Eucgr.F03328,0,-16.817,-9.67811
Eucgr.F03330,0,-18.2399,-9.47811
Eucgr.F03339,0,-19.8288,84.3111
Eucgr.F03344,0,23.324,19.8019
Eucgr.F03347,0,-9.95204,28.3335
Eucgr.F03366,0,-5.32521,-8.22811
Eucgr.F03371,0,-9.32046,-7.63811
Eucgr.F03374,0,28.6674,16.3311
Eucgr.F03380,0,-16.9323,43.6437
Eucgr.F03398,0,-13.4498,-1.02811
Eucgr.F03400,0,-6.18284,9.57189
Eucgr.F03402,0,-14.508,-7.49811
Eucgr.F03404,0,-14.508,-9.45811
Eucgr.F03408,0,-14.508,-10.4981
Eucgr.F03409,0,-13.7968,-3.75811
Eucgr.F03447,0,18.4212,11.7219
Eucgr.F03452,0,72.6742,-0.25811
Eucgr.F03468,0,13.2782,4.27189
Eucgr.F03484,0,-16.5614,-6.4281
Eucgr.F03489,0,16.6445,1.21189
Eucgr.F03493,0,-7.30376,11.8583
Eucgr.F03535,0,-16.5979,-10.0281
Eucgr.F03536,0,117.698,-0.82811
Eucgr.F03547,0,5.82256,4.51263
Eucgr.F03548,0,25.6732,67.007
Eucgr.F03556,0,-86.8443,29.4319
Eucgr.F03561,0,-12.3625,-0.0281092
Eucgr.F03580,0,-11.4671,26.0376
Eucgr.F03588,0,22.7323,92.4421
Eucgr.F03598,0,-1.73252,53.7699
Eucgr.F03604,0,15.0958,0.571891
Eucgr.F03608,0,-23.2425,-7.23023
Eucgr.F03609,0,113.035,70.8569
Eucgr.F03615,0,-17.4039,-7.05812
Eucgr.F03656,0,22.6,2.61189
Eucgr.F03666,0,9.15009,8.50189
Eucgr.F03680,0,-5.44959,51.1229
Eucgr.F03685,0,14.1225,7.02189
Eucgr.F03696,0,27.9565,53.6182
Eucgr.F03715,0,1.86669,-5.50889
Eucgr.F03728,0,3.51554,-1.24811
Eucgr.F03742,0,-2.64171,-2.7152
Eucgr.F03745,0,-8.34411,-7.14669
Eucgr.F03761,0,29.1717,78.3836
Eucgr.F03804,0,-15.6248,-8.58811
Eucgr.F03829,0,-12.4163,-10.1381
Eucgr.F03842,0,-11.2231,-8.64811
Eucgr.F03846,0,-13.232,-10.2881
Eucgr.F03867,0,28.7524,-8.25811
Eucgr.F03895,0,-14.508,-11.1081
Eucgr.F03898,0,-14.508,-10.5281
Eucgr.F03899,0,-14.508,-11.1081
Eucgr.F03928,0,62.9199,84.3466
Eucgr.F03930,0,59.9166,56.2283
Eucgr.F03931,0,76.4774,50.1634
Eucgr.F03932,0,-9.5764,-2.55811
Eucgr.F03936,0,-15.6495,6.91528
Eucgr.F03937,0,-6.56748,36.1658
Eucgr.F03940,0,-12.5763,11.9009
Eucgr.F03959,0,-18.6765,30.0045
Eucgr.F03960,0,96.0129,86.3097
Eucgr.F03962,0,-11.7845,32.9877
Eucgr.F03963,0,-12.6593,38.0696
Eucgr.F03987,0,23.3098,85.6911
Eucgr.F03999,0,-12.2545,-6.1681
Eucgr.F04007,0,3.19147,0.92189
Eucgr.F04016,0,-16.4934,-0.238109
Eucgr.F04036,0,8.3535,4.65189
Eucgr.F04058,0,22.937,-3.74811
Eucgr.F04080,0,-16.8019,-10.1081
Eucgr.F04081,0,-12.141,6.39188
Eucgr.F04084,0,-10.4918,-10.1281
Eucgr.F04094,0,25.4359,76.5275
Eucgr.F04097,0,-8.50898,74.119
Eucgr.F04103,0,-11.7064,3.93189
Eucgr.F04118,0,-17.1157,42.0086
Eucgr.F04119,0,14.92,39.9711
Eucgr.F04125,0,5.96086,48.2613
Eucgr.F04137,0,77.288,106.82
Eucgr.F04143,0,-14.8775,-3.95811
Eucgr.F04154,0,-8.06404,9.38127
Eucgr.F04158,0,-16.2058,38.0398
Eucgr.F04168,0,-14.508,-11.1081
Eucgr.F04170,0,-12.8346,-11.1081
Eucgr.F04185,0,-12.4163,-11.1081
Eucgr.F04199,0,8.28099,-1.80811
Eucgr.F04227,0,-14.508,-11.1081
Eucgr.F04231,0,37.9565,-1.82811
Eucgr.F04233,0,-5.17983,8.29568
Eucgr.F04245,0,23.0002,-6.36811
Eucgr.F04266,0,-15.9803,-3.57536
Eucgr.F04268,0,-5.59713,11.9641
Eucgr.F04270,0,-13.9641,-3.20811
Eucgr.F04274,0,-4.62456,52.6782
Eucgr.F04292,0,-5.70173,3.2619
Eucgr.F04294,0,-5.34613,42.4719
Eucgr.F04298,0,-11.3913,-0.918111
Eucgr.F04320,0,-0.346841,19.6819
Eucgr.F04321,0,-14.508,-8.7081
Eucgr.F04335,0,-10.7687,-10.8429
Eucgr.F04336,0,12.1902,40.9633
Eucgr.F04337,0,6.00746,63.6083
Eucgr.F04364,0,-16.8608,-9.87856
Eucgr.F04371,0,5.00684,26.7229
Eucgr.F04388,0,13.7714,47.9708
Eucgr.F04389,0,21.1576,78.4462
Eucgr.F04404,0,-17.1687,5.73586
Eucgr.F04405,0,-14.508,-11.1081
Eucgr.F04409,0,51.9834,-8.12811
Eucgr.F04418,0,6.30119,3.89189
Eucgr.F04421,0,40.2415,54.8546
Eucgr.F04465,0,-15.9871,-3.17811
Eucgr.F04486,0,-34.6967,15.1588
Eucgr.F04491,0,57.6752,5.98189
Eucgr.G00002,0,12.6299,24.8625
Eucgr.G00026,0,-15.8769,-2.99811
Eucgr.G00045,0,56.3389,84.5876
Eucgr.G00051,0,-12.0914,-2.48811
Eucgr.G00057,0,71.9927,58.8056
Eucgr.G00058,0,-28.3235,13.2428
Eucgr.G00065,0,-13.5354,12.3276
Eucgr.G00083,0,17.821,25.8928
Eucgr.G00095,0,60.9206,2.15189
Eucgr.G00098,0,-14.4453,-11.1081
Eucgr.G00121,0,-13.4141,-2.80811
Eucgr.G00125,0,37.7231,-1.70547
Eucgr.G00148,0,-0.200416,-0.458109
Eucgr.G00174,0,-14.2779,-0.478108
Eucgr.G00177,0,-5.75981,18.4412
Eucgr.G00180,0,5.90751,-6.09973
Eucgr.G00189,0,-12.5865,11.091
Eucgr.G00196,0,-13.6864,11.3858
Eucgr.G00202,0,-10.3245,-6.88811
Eucgr.G00207,0,33.8726,67.6542
Eucgr.G00208,0,-12.3962,-13.0595
Eucgr.G00209,0,72.2848,-0.648672
Eucgr.G00214,0,14.9405,76.8197
Eucgr.G00225,0,-14.508,-11.1081
Eucgr.G00227,0,-14.508,-10.1081
Eucgr.G00231,0,-14.508,-11.1081
Eucgr.G00240,0,11.9911,-21.316
Eucgr.G00241,0,-5.43296,10.2877
Eucgr.G00245,0,13.5607,123.126
Eucgr.G00256,0,-10.2351,0.0418908
Eucgr.G00263,0,2.65815,6.6219
Eucgr.G00264,0,20.7171,-9.05811
Eucgr.G00265,0,-13.3994,-2.67811
Eucgr.G00273,0,-14.508,-11.1081
Eucgr.G00278,0,-14.508,-11.1081
Eucgr.G00305,0,-12.7923,-7.72811
Eucgr.G00318,0,-13.7829,-5.21811
Eucgr.G00323,0,152.989,98.607
Eucgr.G00335,0,-13.7827,-17.3789
Eucgr.G00339,0,-9.88524,-5.28811
Eucgr.G00340,0,-13.755,-0.28811
Eucgr.G00341,0,-14.3937,-6.41811
Eucgr.G00346,0,-14.6865,-9.43811
Eucgr.G00357,0,-10.9729,-3.64811
Eucgr.G00365,0,35.7434,1.53189
Eucgr.G00386,0,11.5581,-1.45872
Eucgr.G00388,0,26.6657,-16.0144
Eucgr.G00390,0,42.3962,22.8186
Eucgr.G00391,0,23.8682,62.4094
Eucgr.G00397,0,36.6205,76.2971
Eucgr.G00402,0,29.5672,130.808
Eucgr.G00406,0,-10.2689,-0.788108
Eucgr.G00408,0,-15.1606,1.21189
Eucgr.G00414,0,-14.508,-10.1081
Eucgr.G00419,0,-6.03407,-2.93811
Eucgr.G00435,0,141.679,-0.648109
Eucgr.G00439,0,-12.4163,-7.90811
Eucgr.G00441,0,25.047,17.8819
Eucgr.G00443,0,67.2482,53.0885
Eucgr.G00456,0,-12.8346,-8.02811
Eucgr.G00464,0,15.9223,24.982
Eucgr.G00473,0,43.2197,30.6776
Eucgr.G00477,0,-5.67338,-2.04811
Eucgr.G00493,0,25.3817,13.6564
Eucgr.G00509,0,46.3361,10.0319
Eucgr.G00521,0,-9.67606,-6.33811
Eucgr.G00526,0,-11.726,3.76189
Eucgr.G00537,0,-19.1739,-7.1744
Eucgr.G00545,0,-11.9668,-8.00811
Eucgr.G00551,0,71.4384,-0.95811
Eucgr.G00563,0,55.3024,41.3615
Eucgr.G00570,0,-2.19816,5.50189
Eucgr.G00583,0,-11.0148,-8.19811
Eucgr.G00594,0,-14.508,-11.1081
Eucgr.G00598,0,-14.7261,-6.50186
Eucgr.G00609,0,-8.23275,-0.358109
Eucgr.G00610,0,-14.508,-11.1595
Eucgr.G00619,0,1.99666,46.0651
Eucgr.G00635,0,14.7998,136.391
Eucgr.G00658,0,-1.93942,14.4936
Eucgr.G00670,0,-14.508,-8.14811
Eucgr.G00673,0,-20.2588,-6.28811
Eucgr.G00684,0,115.297,203.277
Eucgr.G00694,0,-13.5491,-7.18811
Eucgr.G00732,0,-46.8037,-3.37386
Eucgr.G00736,0,-14.508,-10.1081
Eucgr.G00738,0,-14.508,-11.1081
Eucgr.G00739,0,-8.83936,-3.03811
Eucgr.G00742,0,-5.25719,44.1819
Eucgr.G00743,0,-14.508,-11.1081
Eucgr.G00744,0,-14.508,-11.1081
Eucgr.G00745,0,-5.53438,-10.1081
Eucgr.G00748,0,-9.25771,-10.1881
Eucgr.G00752,0,-10.8684,-10.6981
Eucgr.G00753,0,2.22602,-1.81811
Eucgr.G00754,0,-12.7719,-6.20811
Eucgr.G00758,0,-14.508,-7.66811
Eucgr.G00764,0,-14.508,-11.1081
Eucgr.G00765,0,-11.1677,-5.93811
Eucgr.G00807,0,36.9233,-7.77811
Eucgr.G00812,0,-46.2648,72.1498
Eucgr.G00822,0,1.34748,-3.12208
Eucgr.G00829,0,27.5371,29.4361
Eucgr.G00832,0,-16.9186,11.146
Eucgr.G00835,0,-7.84397,35.8374
Eucgr.G00838,0,-7.61903,-4.77185
Eucgr.G00840,0,-13.3691,28.6475
Eucgr.G00842,0,-24.1899,-3.27101
Eucgr.G00870,0,-7.79348,52.6778
Eucgr.G00884,0,-17.5238,-0.540036
Eucgr.G00891,0,-13.2406,24.3017
Eucgr.G00901,0,-4.5931,8.48189
Eucgr.G00903,0,-0.639687,23.7932
Eucgr.G00904,0,1.69929,7.56149
Eucgr.G00905,0,-9.37319,36.7422
Eucgr.G00906,0,16.701,6.21651
Eucgr.G00909,0,-14.508,-18.9851
Eucgr.G00913,0,-13.2111,35.5396
Eucgr.G00943,0,-1.60581,108.537
Eucgr.G00954,0,-14.6724,-11.5538
Eucgr.G00955,0,-18.9834,21.7317
Eucgr.G00956,0,2.72627,14.6224
Eucgr.G00964,0,-8.00266,16.7329
Eucgr.G00965,0,-12.4163,35.4552
Eucgr.G00968,0,-14.4661,44.9519
Eucgr.G00987,0,-19.3865,-4.20812
Eucgr.G00996,0,-4.63493,1.81189
Eucgr.G01010,0,-1.92875,0.931904
Eucgr.G01023,0,40.5158,0.707972
Eucgr.G01029,0,74.7458,-9.17811
Eucgr.G01039,0,3.04229,87.657
Eucgr.G01130,0,-19.3586,-7.63811
Eucgr.G01132,0,-6.78677,35.6186
Eucgr.G01138,0,9.33797,-7.01706
Eucgr.G01142,0,-10.2408,-3.66811
Eucgr.G01143,0,-13.8386,-4.01856
Eucgr.G01161,0,-9.02761,16.7419
Eucgr.G01185,0,43.1466,18.9619
Eucgr.G01196,0,-8.6511,-6.57811
Eucgr.G01207,0,-12.4163,13.7319
Eucgr.G01222,0,82.8043,8.74801
Eucgr.G01228,0,30.0254,2.89773
Eucgr.G01231,0,18.2907,71.4022
Eucgr.G01234,0,16.0208,81.2226
Eucgr.G01242,0,8.5511,21.0419
Eucgr.G01248,0,-13.7113,-27.495
Eucgr.G01260,0,-19.3208,16.4519
Eucgr.G01279,0,21.0055,13.8794
Eucgr.G01281,0,-7.22871,6.40385
Eucgr.G01283,0,8.35491,26.3563
Eucgr.G01290,0,-15.5535,-3.25811
Eucgr.G01298,0,33.414,15.0719
Eucgr.G01300,0,39.4961,-1.1918
Eucgr.G01301,0,-0.639685,-2.86838
Eucgr.G01306,0,-5.95274,17.6561
Eucgr.G01308,0,-6.53843,-7.74636
Eucgr.G01321,0,-107.013,-6.51843
Eucgr.G01326,0,-10.6413,8.52689
Eucgr.G01327,0,-14.508,-3.71811
Eucgr.G01328,0,-9.77396,-0.589088
Eucgr.G01330,0,10.6558,31.0871
Eucgr.G01343,0,10.814,124.211
Eucgr.G01378,0,-6.141,9.21189
Eucgr.G01379,0,-10.0357,-4.23811
Eucgr.G01384,0,-8.04449,-4.84811
Eucgr.G01392,0,-13.3994,-11.1081
Eucgr.G01397,0,-12.4163,-8.69812
Eucgr.G01402,0,-14.3589,-0.808109
Eucgr.G01405,0,36.5258,-7.12811
Eucgr.G01419,0,18.5902,2.9752
Eucgr.G01426,0,45.0262,-26.9465
Eucgr.G01438,0,35.0067,-6.32811
Eucgr.G01460,0,-12.9772,-10.9581
Eucgr.G01466,0,44.4496,103.775
Eucgr.G01472,0,3.19469,45.2082
Eucgr.G01481,0,-4.497,19.4033
Eucgr.G01482,0,-5.28338,19.2931
Eucgr.G01489,0,1.51483,51.313
Eucgr.G01498,0,3.08364,17.3571
Eucgr.G01509,0,-14.9095,-8.11811
Eucgr.G01519,0,12.0221,-7.71572
Eucgr.G01525,0,-12.4163,9.04307
Eucgr.G01527,0,-9.01806,13.3205
Eucgr.G01533,0,40.4842,8.85189
Eucgr.G01549,0,71.7977,-10.9581
Eucgr.G01558,0,-10.8893,9.93189
Eucgr.G01565,0,-6.07824,7.49189
Eucgr.G01570,0,-5.15787,-1.74811
Eucgr.G01572,0,11.661,85.7115
Eucgr.G01578,0,-15.4167,-6.17811
Eucgr.G01583,0,13.174,16.7019
Eucgr.G01585,0,-13.0438,-4.00811
Eucgr.G01586,0,-13.1065,0.111891
Eucgr.G01587,0,-14.508,-4.8781
Eucgr.G01608,0,-14.508,-9.46811
Eucgr.G01610,0,77.1627,31.7317
Eucgr.G01612,0,1.57757,9.80188
Eucgr.G01621,0,-12.1807,-4.69812
Eucgr.G01639,0,-2.31309,-6.49811
Eucgr.G01642,0,-2.66553,51.7337
Eucgr.G01647,0,-14.616,-7.72811
Eucgr.G01657,0,26.4679,-5.31811
Eucgr.G01671,0,80.4725,101.248
Eucgr.G01679,0,55.9195,23.7243
Eucgr.G01702,0,-27.4939,-1.52811
Eucgr.G01729,0,27.2196,2.02895
Eucgr.G01734,0,-13.5263,-6.71811
Eucgr.G01737,0,7.80904,23.8001
Eucgr.G01746,0,-1.01936,88.6682
Eucgr.G01762,0,-10.093,-19.8312
Eucgr.G01763,0,-6.06782,-8.35746
Eucgr.G01764,0,-10.0812,5.2079
Eucgr.G01770,0,9.49774,-2.24811
Eucgr.G01805,0,-15.8439,19.9699
Eucgr.G01808,0,100.316,60.4415
Eucgr.G01810,0,80.7399,91.3955
Eucgr.G01817,0,-19.1095,-5.84811
