x,y
0,1.168122768
0.003333889,1.158807516
0.006667778,1.149492264
0.010001667,1.139245629
0.013335833,1.126204491
0.016669722,1.11875236
0.020003611,1.109437108
0.0233375,1.097327352
0.026671389,1.088012218
0.030005278,1.079628468
0.033339167,1.070313334
0.036673333,1.060998201
0.040007222,1.056340575
0.043341111,1.048888445
0.046675,1.042367935
0.050008889,1.030258179
0.053342778,1.028395176
0.056676667,1.02373755
0.060010833,1.019080043
0.063344722,1.013490915
0.066678611,1.008833289
0.0700125,1.005107164
0.073346389,0.998586595
0.076680278,0.996723533
0.080014167,0.993929029
0.083348333,0.986476839
0.086682222,0.984613776
0.090016111,0.982750773
0.09335,0.980887711
0.096683889,0.977161646
0.100017778,0.977161646
0.103351667,0.97343564
0.106685556,0.967846513
0.110019722,0.969709456
0.113353611,0.967846513
0.1166875,0.96598345
0.120021389,0.964120448
0.123355278,0.963188946
0.126689167,0.963188946
0.130023056,0.959462881
0.133356944,0.956668317
0.136690833,0.957599819
0.140025,0.959462881
0.143358889,0.957599819
0.146692778,0.962257445
0.150026667,0.960394323
0.153360556,0.959462881
0.156694444,0.962257445
0.160028333,0.961325884
0.163362222,0.962257445
0.166696111,0.964120448
0.17003,0.96598345
0.173364167,0.966915011
0.176698056,0.96598345
0.180031944,0.967846513
0.183365833,0.971572578
0.186699722,0.972504079
0.190033611,0.97343564
0.1933675,0.974367201
0.196701389,0.977161646
0.200035278,0.981819212
0.203369167,0.984613776
0.206703333,0.98740834
0.210037222,0.992065907
0.213371111,0.995792031
0.216705,0.997655034
0.220038889,1.003244162
0.223372778,1.003244162
0.226706667,1.007901788
0.230040556,1.013490915
0.233374444,1.015353799
0.236708333,1.021874547
0.240042222,1.026532054
0.243376111,1.028395176
0.246710278,1.033984303
0.250044167,1.041436434
0.253378056,1.044230938
0.256711944,1.049819946
0.260045833,1.055409074
0.263379722,1.061929703
0.266713611,1.06751883
0.2700475,1.073107958
0.273381389,1.078697085
0.276715278,1.085217714
0.280049167,1.092669845
0.283383056,1.098258853
0.286717222,1.106642604
0.290051111,1.114094853
0.293385,1.117820859
0.296718889,1.126204491
0.300052778,1.133656621
0.303386667,1.140177131
0.306720556,1.145766258
0.310054444,1.15414989
0.313388333,1.165328145
0.316722222,1.170917153
0.320056111,1.180232525
0.32339,1.184890032
0.326723889,1.196068287
0.330057778,1.204451919
0.333391667,1.212835431
0.336725833,1.222150564
0.340059722,1.230534434
0.343393611,1.237986565
0.3467275,1.247301698
0.350061389,1.258479953
0.353395278,1.265000582
0.356729167,1.273384094
0.360063056,1.280836344
0.363396944,1.29201448
0.366730833,1.305055737
0.370064722,1.307850361
0.373398611,1.318096995
0.3767325,1.331138253
0.380066389,1.340453506
0.383400278,1.349768639
0.386734167,1.357220769
0.390068056,1.368399024
0.393401944,1.377714157
0.396735833,1.38702929
0.40007,1.392618299
0.403403889,1.405659556
0.406737778,1.417769313
0.410071667,1.428016067
0.413405556,1.439194202
0.416739444,1.446646452
0.420073333,1.455961585
0.423407222,1.46620822
0.426741111,1.476454973
0.430075,1.483906984
0.433408889,1.494153857
0.436742778,1.508126497
0.440076667,1.518373251
0.443410556,1.527688503
0.446744444,1.536072135
0.450078333,1.546318769
0.453412222,1.556565404
0.456746111,1.56867516
0.46008,1.576127291
0.463413889,1.589168549
0.466747778,1.598483682
0.470081667,1.610593319
0.473415556,1.61990881
0.476749444,1.629223943
0.480083333,1.636675954
0.483417222,1.652511716
0.486751111,1.660895348
0.490085,1.671141982
0.493418889,1.680457115
0.496752778,1.69163537
0.500086667,1.699087739
0.503420556,1.710265636
0.506754444,1.718649507
0.510088333,1.727033138
0.513422222,1.740074277
0.516756111,1.748458028
0.52009,1.761499166
0.523423889,1.77174592
0.526757778,1.780129552
0.530091667,1.789444923
0.533425556,1.801554441
0.536759722,1.811801195
0.540093611,1.819253445
0.5434275,1.829500079
0.546761389,1.842541218
0.550095278,1.85092485
0.553429167,1.863034606
0.556763056,1.872349739
0.560096944,1.881664872
0.563430833,1.891911745
0.566764722,1.903089881
0.570098611,1.913336635
0.5734325,1.928240895
0.576766389,1.937556148
0.580100278,1.944076657
0.583434167,1.95339179
0.586768056,1.967364669
0.590101944,1.972953677
0.593435833,1.984131813
0.596769722,1.99624157
0.600103611,2.009282827
0.6034375,2.01859808
0.606771389,2.027913332
0.610105278,2.039091349
0.613439167,2.052132607
0.616773056,2.057721853
0.620106944,2.073557615
0.623440833,2.081941128
0.626774722,2.09125638
0.630108611,2.102434635
0.6334425,2.114544392
0.636776389,2.122927904
0.640110278,2.133174658
0.643444167,2.144352913
0.646778056,2.151804924
0.650111944,2.165777683
0.653445833,2.175092936
0.656779722,2.184407949
0.660113611,2.19372344
0.6634475,2.20676446
0.666781389,2.212353706
0.670115,2.242162228
0.673448889,2.253340483
0.676782778,2.268244505
0.680116667,2.273833752
0.683450556,2.284080505
0.686784444,2.298053265
0.690118333,2.306437016
0.693452222,2.315752029
0.696786111,2.325998783
0.70012,2.339971542
0.703453889,2.346492052
0.706787778,2.357670307
0.710121667,2.367917061
0.713455556,2.378163815
0.716789444,2.389341831
0.720123333,2.396794081
0.723457222,2.406109333
0.726791111,2.419150352
0.730125,2.423807859
0.733458889,2.438712597
0.736792778,2.448959112
0.740126667,2.458274126
0.743460556,2.468520641
0.746794444,2.477836132
0.750128333,2.487151384
0.753462222,2.498329401
0.756796111,2.508576155
0.76013,2.515096664
0.763463889,2.525343418
0.766797778,2.537453175
0.770131667,2.545836926
0.773465556,2.556083679
0.776799444,2.565398693
0.780133333,2.574713945
0.783467222,2.585891962
0.786801111,2.596138716
0.790135,2.603590965
0.793468889,2.614768982
0.796802778,2.623152733
0.800136667,2.635262489
0.803470556,2.64364624
0.806804444,2.657618999
0.810138333,2.664139509
0.813472222,2.676249266
0.816806111,2.683701277
0.82014,2.693948269
0.823473889,2.700468779
0.826807778,2.713509798
0.830141667,2.722825289
0.833475556,2.733071804
0.836809444,2.741455555
0.840143333,2.752633572
0.843476944,2.765675068
0.846810833,2.772195578
0.850144722,2.785236597
0.853478611,2.792688847
0.8568125,2.802004099
0.860146389,2.815976858
0.863480278,2.824360609
0.866814167,2.832744122
0.870148056,2.846716881
0.873481944,2.853237391
0.876815833,2.864415884
0.880149722,2.872799635
0.883483611,2.88304615
0.8868175,2.892361164
0.890151389,2.902607679
0.893485278,2.912854433
0.896819167,2.920306683
0.900153056,2.93427968
0.903486944,2.94080019
0.906820833,2.951978445
0.910154722,2.9631567
0.913488611,2.971540213
0.9168225,2.983649969
0.920156389,2.992964983
0.923490278,3.000417471
0.926824167,3.014389992
0.930157778,3.022773743
0.933491667,3.030225992
0.936825556,3.04326725
0.940159444,3.053514004
0.943493333,3.061897516
0.946827222,3.07214427
0.950161111,3.083322048
0.953495,3.093568802
0.956828889,3.103815556
0.960162778,3.113130808
0.963496667,3.121514559
0.966830556,3.131761312
0.970164444,3.140144825
0.973498333,3.15132308
0.976832222,3.160638094
0.980166111,3.17274785
0.9835,3.182063103
0.986833889,3.190446854
0.990167778,3.197898865
0.993501667,3.21000886
0.996835278,3.213734865
1.000169167,3.226775885
1.003503056,3.235159636
1.006836944,3.247269392
1.010170833,3.255652905
1.013504722,3.263105154
1.016838611,3.268694401
1.0201725,3.28266716
1.023506389,3.291982174
1.026840278,3.300365686
1.030174167,3.311543941
1.033508056,3.318996191
1.036841944,3.327379942
1.040175833,3.337626696
1.043509722,3.34694171
1.046843611,3.356256962
1.0501775,3.365571976
1.053511389,3.375818968
1.056845278,3.383270741
1.060179167,3.395380497
1.063513056,3.403764248
1.066846944,3.4130795
1.070180556,3.423326254
1.073514444,3.43543601
1.076848333,3.44195652
1.080182222,3.447545767
1.083516111,3.457792521
1.08685,3.467107296
1.090183889,3.479217052
1.093517778,3.491326809
1.096851667,3.498779058
1.100185556,3.506231308
1.103519444,3.518341064
1.106853333,3.527656078
1.110187222,3.536971331
1.113521111,3.547217846
1.116855,3.5574646
1.120188889,3.565848351
1.123522778,3.576094866
1.126856667,3.582615376
1.130190278,3.592862129
1.133524167,3.600314379
1.136858056,3.610561132
1.140191944,3.620807886
1.143525833,3.629191399
1.146859722,3.639438152
1.150193611,3.648753405
1.1535275,3.657137156
1.156861389,3.667383671
1.160195278,3.678561926
1.163529167,3.687877178
1.166863056,3.698123693
1.170196944,3.705575943
1.173530833,3.713959455
1.176864722,3.727000952
1.180198611,3.733521461
1.1835325,3.744699478
1.186866111,3.753083229
1.1902,3.764261484
1.193533889,3.773576498
1.196867778,3.782891989
1.200201667,3.791275501
1.203535556,3.804316759
1.206869444,3.809905767
1.210203333,3.824810028
1.213537222,3.831330776
1.216871111,3.839714289
1.220205,3.847166538
1.223538889,3.860207558
1.226872778,3.868591309
1.230206667,3.878837824
1.233540278,3.888153315
1.236874167,3.897468805
1.240208056,3.905852318
1.243541944,3.915167093
1.246875833,3.924482584
1.250209722,3.934729338
1.253543611,3.946839094
1.2568775,3.955222607
1.260211389,3.962674618
1.263545278,3.97198987
1.266879167,3.985962629
1.270213056,3.99434638
1.273546944,4.001798153
1.276880833,4.010181904
1.280214444,4.020428658
1.283548333,4.029744148
1.286882222,4.037196159
1.290216111,4.046511173
1.29355,4.054894924
1.296883889,4.065141678
1.300217778,4.073524952
1.303551667,4.083771706
1.306885556,4.095881462
1.310219444,4.10240221
1.313553333,4.109854221
1.316887222,4.118237972
1.320221111,4.129416466
1.323554722,4.13873148
1.326888611,4.146183491
1.3302225,4.158293247
1.333556389,4.165745735
1.336890278,4.177855492
1.340224167,4.187170506
1.343558056,4.19555378
1.346891944,4.20580101
1.350225833,4.215116024
1.353559722,4.221636295
1.356893611,4.232814789
1.3602275,4.239335537
1.363561111,4.251445293
1.366895,4.26075983
1.370228889,4.266349316
1.373562778,4.279390335
1.376896667,4.286842823
1.380230556,4.302678585
1.383564444,4.307335854
1.386898333,4.316651344
1.390232222,4.326898098
1.393566111,4.335281849
1.3969,4.3436656
1.400233889,4.352980614
1.4035675,4.359501362
1.406901389,4.369747639
1.410235278,4.379994392
1.413569167,4.392104149
1.416903056,4.402350903
1.420236944,4.412597179
1.423570833,4.418186665
1.426904722,4.424707413
1.430238611,4.436816692
1.4335725,4.44426918
1.436906389,4.451721191
1.44024,4.464762688
1.443573889,4.473146439
1.446907778,4.48059845
1.450241667,4.489913464
1.453575556,4.499228477
1.456909444,4.510406971
1.460243333,4.518790245
1.463577222,4.527174473
1.466911111,4.535557747
1.470245,4.54673624
1.473578611,4.553256989
1.4769125,4.562571526
1.480246389,4.573750019
1.483580278,4.58213377
1.486914167,4.590517521
1.490248056,4.599832058
1.493581944,4.605421543
1.496915833,4.617531776
1.500249722,4.625915051
1.503583611,4.631504059
1.5069175,4.643614292
1.510251111,4.655723572
1.513585,4.6594491
1.516918889,4.665970802
1.520252778,4.678080082
1.523586667,4.687395096
1.526920556,4.693915844
1.530254444,4.706956863
1.533588333,4.715340614
1.536922222,4.726519108
1.540256111,4.734902382
1.54359,4.74142313
1.546923611,4.751669884
1.5502575,4.760984898
1.553591389,4.769369125
1.556925278,4.778683662
1.560259167,4.787999153
1.563593056,4.796382427
1.566926944,4.806629181
